,env,agent,iteration,rewards,rewards_variance,durations,detected,missed,ttf,napfd,recall,avg_precision,step
27,apache_commons,mlp_cla_new,7,0.0042271648094296494,0.004202570475432792,0.09978549821036202,2.142857142857143,0.14285714285714285,323.5,0.311292275366556,0.9523809523809524,123.0,134.42857142857142
28,apache_commons,mlp_cla_new,8,0.0042271648094296494,0.004202570475432792,0.09974955660956246,2.142857142857143,0.14285714285714285,357.07142857142856,0.28829049032420323,0.9523809523809524,123.0,134.42857142857142
29,apache_commons,mlp_cla_new,9,0.00424755717496595,0.004221841981822133,0.10287812777927943,2.107142857142857,0.17857142857142858,259.7142857142857,0.44004590358511403,0.9404761904761905,123.0,134.42857142857142
30,apache_commons,mlp_cla_old,0,0.004011692530704359,0.0039879092203262126,0.11808713844844274,2.0,0.2857142857142857,340.5,0.20341362079031775,0.9047619047619048,123.0,134.42857142857142
31,apache_commons,mlp_cla_old,1,0.004247231195724308,0.004221516987421026,0.11993026733398438,2.107142857142857,0.17857142857142858,330.0357142857143,0.30677453256563164,0.9404761904761905,123.0,134.42857142857142
32,apache_commons,mlp_cla_old,10,0.004193444620853396,0.004167811416427931,0.10177751098360334,2.0714285714285716,0.21428571428571427,274.9642857142857,0.4187419415354552,0.9285714285714286,123.0,134.42857142857142
33,apache_commons,mlp_cla_old,11,0.004193444620853396,0.004167811416427931,0.10126968792506627,2.0714285714285716,0.21428571428571427,288.82142857142856,0.32903328983346797,0.9285714285714286,123.0,134.42857142857142
34,apache_commons,mlp_cla_old,12,0.003981968733374927,0.003959087429013664,0.09711341347013201,2.0,0.2857142857142857,363.64285714285717,0.1997193407523639,0.9047619047619048,123.0,134.42857142857142
35,apache_commons,mlp_cla_old,13,0.004193444620853396,0.004167811416427931,0.10055379356656756,2.0714285714285716,0.21428571428571427,313.0,0.2411541195479876,0.9285714285714286,123.0,134.42857142857142
36,apache_commons,mlp_cla_old,14,0.003927856179262374,0.003905056863619462,0.09934960944311959,1.9642857142857142,0.32142857142857145,422.2142857142857,0.11210483637949883,0.8928571428571429,123.0,134.42857142857142
37,apache_commons,mlp_cla_old,15,0.003927856179262374,0.003905056863619462,0.11822390556335449,1.9642857142857142,0.32142857142857145,345.17857142857144,0.18686781420711582,0.8928571428571429,123.0,134.42857142857142
38,apache_commons,mlp_cla_old,16,0.004163394844282323,0.0041386646307142744,0.09984650782176427,2.0714285714285716,0.21428571428571427,311.42857142857144,0.3203602091713768,0.9285714285714286,123.0,134.42857142857142
39,apache_commons,mlp_cla_old,17,0.004247231195724308,0.004221516987421026,0.10928193160465785,2.107142857142857,0.17857142857142858,329.7857142857143,0.29569556218407633,0.9404761904761905,123.0,134.42857142857142
40,apache_commons,mlp_cla_old,18,0.0040658050848169135,0.0040419397857204145,0.11869861398424421,2.0357142857142856,0.25,428.2142857142857,0.1288130833412193,0.9166666666666667,123.0,134.42857142857142
41,apache_commons,mlp_cla_old,19,0.004193444620853396,0.004167811416427931,0.11405549730573382,2.0714285714285716,0.21428571428571427,306.07142857142856,0.3069910196304874,0.9285714285714286,123.0,134.42857142857142
42,apache_commons,mlp_cla_old,2,0.003927856179262374,0.003905056863619462,0.09715584346226283,1.9642857142857142,0.32142857142857145,344.92857142857144,0.19762156747342252,0.8928571428571429,123.0,134.42857142857142
43,apache_commons,mlp_cla_old,20,0.004193444620853396,0.004167811416427931,0.09610742330551147,2.0714285714285716,0.21428571428571427,314.7857142857143,0.2766584054054925,0.9285714285714286,123.0,134.42857142857142
44,apache_commons,mlp_cla_old,21,0.00403575530824584,0.004012793000006758,0.09949677331107003,2.0357142857142856,0.25,460.5357142857143,0.11679343061177282,0.9166666666666667,123.0,134.42857142857142
45,apache_commons,mlp_cla_old,22,0.004119591659687825,0.004095645356713509,0.0987185069492885,2.0714285714285716,0.21428571428571427,319.5,0.33630850172092636,0.9285714285714286,123.0,134.42857142857142
46,apache_commons,mlp_cla_old,23,0.003927856179262374,0.003905056863619462,0.12075341599328178,1.9642857142857142,0.32142857142857145,319.5,0.22745960297006043,0.8928571428571429,123.0,134.42857142857142
47,apache_commons,mlp_cla_old,24,0.004247231195724308,0.004221516987421026,0.10542939390454974,2.107142857142857,0.17857142857142858,301.4642857142857,0.3689433112845209,0.9404761904761905,123.0,134.42857142857142
48,apache_commons,mlp_cla_old,25,0.00424755717496595,0.004221841981822133,0.21870202677590506,2.107142857142857,0.17857142857142858,326.89285714285717,0.3085303085928741,0.9404761904761905,123.0,134.42857142857142
49,apache_commons,mlp_cla_old,26,0.004011692530704359,0.0039879092203262126,0.10370137861796788,2.0,0.2857142857142857,327.10714285714283,0.2725845173250235,0.9047619047619048,123.0,134.42857142857142
50,apache_commons,mlp_cla_old,27,0.004065479105575271,0.004041614791319307,0.09936543873378209,2.0357142857142856,0.25,349.7142857142857,0.273179870441134,0.9166666666666667,123.0,134.42857142857142
51,apache_commons,mlp_cla_old,28,0.004247231195724308,0.004221516987421026,0.1266575370516096,2.107142857142857,0.17857142857142858,328.4642857142857,0.3572440054119352,0.9404761904761905,123.0,134.42857142857142
52,apache_commons,mlp_cla_old,29,0.003981968733374927,0.003959087429013664,0.10151803493499756,2.0,0.2857142857142857,444.92857142857144,0.11248985035406049,0.9047619047619048,123.0,134.42857142857142
53,apache_commons,mlp_cla_old,3,0.00424755717496595,0.004221841981822133,0.11974719592503139,2.107142857142857,0.17857142857142858,326.89285714285717,0.3086436792342203,0.9404761904761905,123.0,134.42857142857142
54,apache_commons,mlp_cla_old,4,0.004065479105575271,0.004041614791319307,0.10179867914744786,2.0357142857142856,0.25,287.4642857142857,0.34717609676934424,0.9166666666666667,123.0,134.42857142857142
55,apache_commons,mlp_cla_old,5,0.003981968733374927,0.003959087429013664,0.12217278139931816,2.0,0.2857142857142857,414.2142857142857,0.13210024848239862,0.9047619047619048,123.0,134.42857142857142
56,apache_commons,mlp_cla_old,6,0.004119591659687825,0.004095645356713509,0.1003395404134478,2.0714285714285716,0.21428571428571427,351.0,0.289453443008775,0.9285714285714286,123.0,134.42857142857142
57,apache_commons,mlp_cla_old,7,0.003981642754133286,0.003958762434612556,0.10274033887045723,2.0,0.2857142857142857,445.0,0.11301343696587916,0.9047619047619048,123.0,134.42857142857142
58,apache_commons,mlp_cla_old,8,0.003981642754133286,0.003958762434612556,0.10060166461127144,2.0,0.2857142857142857,445.35714285714283,0.112802849459729,0.9047619047619048,123.0,134.42857142857142
59,apache_commons,mlp_cla_old,9,0.00424755717496595,0.004221841981822133,0.09928317580904279,2.107142857142857,0.17857142857142858,294.39285714285717,0.3425072107497172,0.9404761904761905,123.0,134.42857142857142
60,apache_drill,mlp_cla_new,0,0.07337701618683676,0.06061423731822478,0.00829620544727032,3.9615384615384617,3.8461538461538463,15.384615384615385,0.3178152212868879,0.5843822843822843,123.0,100.88461538461539
61,apache_drill,mlp_cla_new,1,0.0809865285331912,0.0654623427937915,0.009421082643362192,4.538461538461538,3.269230769230769,15.346153846153847,0.31356488792220943,0.6294677544677545,123.0,100.88461538461539
62,apache_drill,mlp_cla_new,10,0.07830954325171675,0.06281596585738576,0.008694988030653734,4.538461538461538,3.269230769230769,8.26923076923077,0.35738509272378177,0.6236272986272986,123.0,100.88461538461539
63,apache_drill,mlp_cla_new,11,0.0779927655394282,0.06390118080019708,0.008753538131713867,4.230769230769231,3.576923076923077,16.26923076923077,0.28269347104336234,0.6146529396529397,123.0,100.88461538461539
64,apache_drill,mlp_cla_new,12,0.07938282807500158,0.06372227555845898,0.010936306073115422,4.615384615384615,3.1923076923076925,8.538461538461538,0.3300975966835003,0.6271173271173272,123.0,100.88461538461539
65,apache_drill,mlp_cla_new,13,0.08105635636037196,0.06646113077707697,0.008688715788034292,4.346153846153846,3.4615384615384617,7.576923076923077,0.34959575487931294,0.6563196063196064,123.0,100.88461538461539
66,apache_drill,mlp_cla_new,14,0.07802012082994139,0.06321617397421549,0.00920102229485145,4.384615384615385,3.423076923076923,15.076923076923077,0.3099215388664352,0.6064620564620564,123.0,100.88461538461539
67,apache_drill,mlp_cla_new,15,0.07960105490507052,0.06602060709331005,0.00920716615823599,4.076923076923077,3.730769230769231,8.576923076923077,0.3354980756428067,0.6511201761201761,123.0,100.88461538461539
68,apache_drill,mlp_cla_new,16,0.08090336845003111,0.06445183540490575,0.010308192326472355,4.769230769230769,3.0384615384615383,11.807692307692308,0.31462368317195766,0.6186415436415437,123.0,100.88461538461539
69,apache_drill,mlp_cla_new,17,0.0755253183351389,0.06252841761078344,0.010663793637202336,3.923076923076923,3.8846153846153846,13.307692307692308,0.3327706666333444,0.603043253043253,123.0,100.88461538461539
70,apache_drill,mlp_cla_new,18,0.07275733181715238,0.05802808279234359,0.011230734678415151,4.576923076923077,3.230769230769231,16.076923076923077,0.2940945412650294,0.5670745920745921,123.0,100.88461538461539
71,apache_drill,mlp_cla_new,19,0.07449967730949787,0.06170790479027063,0.008767274709848257,3.923076923076923,3.8846153846153846,15.384615384615385,0.3151165172885465,0.5966329966329966,123.0,100.88461538461539
72,apache_drill,mlp_cla_new,2,0.07668955949938007,0.06190503164685694,0.01415857901939979,4.384615384615385,3.423076923076923,12.307692307692308,0.30088132974896287,0.5939264439264439,123.0,100.88461538461539
73,apache_drill,mlp_cla_new,20,0.07586238455455806,0.06234886056342236,0.010208698419424204,4.153846153846154,3.6538461538461537,7.538461538461538,0.3649582347886159,0.614083139083139,123.0,100.88461538461539
74,apache_drill,mlp_cla_new,21,0.08198055140221407,0.06643600913327288,0.009363871354323167,4.538461538461538,3.269230769230769,15.76923076923077,0.30890288139696065,0.6355931105931105,123.0,100.88461538461539
75,apache_drill,mlp_cla_new,22,0.08052524994691261,0.06608988338174172,0.008409555141742412,4.269230769230769,3.5384615384615383,13.961538461538462,0.34318216650648714,0.6335988085988086,123.0,100.88461538461539
76,apache_drill,mlp_cla_new,23,0.07795508362674629,0.06198402319463154,0.010132046846243052,4.653846153846154,3.1538461538461537,16.807692307692307,0.28476843502268695,0.5991258741258741,123.0,100.88461538461539
77,apache_drill,mlp_cla_new,24,0.07898035991518047,0.06347906918654059,0.008808576143704928,4.5,3.3076923076923075,16.192307692307693,0.30066379316762065,0.6137270137270138,123.0,100.88461538461539
78,apache_drill,mlp_cla_new,25,0.08157117947968426,0.06742212578464639,0.01089030045729417,4.1923076923076925,3.6153846153846154,15.461538461538462,0.32411304131121893,0.6484848484848484,123.0,100.88461538461539
79,apache_drill,mlp_cla_new,26,0.07752505845987902,0.06323952960472906,0.008771181106567383,4.230769230769231,3.576923076923077,16.307692307692307,0.28964987851586005,0.6085275835275835,123.0,100.88461538461539
80,apache_drill,mlp_cla_new,27,0.0850960488869066,0.06942645740766046,0.012892888142512394,4.576923076923077,3.230769230769231,7.153846153846154,0.3902930302391293,0.6828153328153328,123.0,100.88461538461539
81,apache_drill,mlp_cla_new,28,0.08068603411504972,0.06564928946428548,0.01197971747471736,4.461538461538462,3.3461538461538463,11.73076923076923,0.327009236505108,0.6478438228438228,123.0,100.88461538461539
82,apache_drill,mlp_cla_new,29,0.08172717302383568,0.06702888578558787,0.011022595258859487,4.3076923076923075,3.5,14.73076923076923,0.31867262387909334,0.6432141932141933,123.0,100.88461538461539
83,apache_drill,mlp_cla_new,3,0.07715690184172241,0.0631625510701914,0.00785215084369366,4.230769230769231,3.576923076923077,14.153846153846153,0.33816357363558736,0.6050375550375551,123.0,100.88461538461539
84,apache_drill,mlp_cla_new,4,0.078076453380469,0.06429522266522292,0.010439515113830566,4.230769230769231,3.576923076923077,6.8076923076923075,0.3636840408273612,0.6365190365190365,123.0,100.88461538461539
85,apache_drill,mlp_cla_new,5,0.08061620628786896,0.06458756952617618,0.00969837262080266,4.653846153846154,3.1538461538461537,11.692307692307692,0.3323730980227348,0.6209919709919709,123.0,100.88461538461539
86,apache_drill,mlp_cla_new,6,0.07674536429202695,0.06353033178069942,0.012600926252511831,4.0,3.8076923076923075,11.115384615384615,0.32180360609091235,0.612943537943538,123.0,100.88461538461539
87,apache_drill,mlp_cla_new,7,0.08018228299210356,0.06456831197500214,0.013462965305034932,4.538461538461538,3.269230769230769,16.03846153846154,0.2902988725806606,0.62013727013727,123.0,100.88461538461539
88,apache_drill,mlp_cla_new,8,0.07477523971741322,0.061898957372809704,0.010574670938345103,3.8846153846153846,3.923076923076923,7.423076923076923,0.37167441964937076,0.6187839937839937,123.0,100.88461538461539
89,apache_drill,mlp_cla_new,9,0.08219324223409995,0.06653120250163698,0.010921359062194824,4.653846153846154,3.1538461538461537,8.923076923076923,0.3416323143744645,0.6553936803936804,123.0,100.88461538461539
90,apache_drill,mlp_cla_old,0,0.06598113092330443,0.05666055283328587,0.008877259034376878,3.076923076923077,4.730769230769231,7.0,0.375982428957457,0.5906500906500907,123.0,100.88461538461539
91,apache_drill,mlp_cla_old,1,0.08708820142511833,0.06700173470968661,0.008998788320101224,5.461538461538462,2.3461538461538463,16.153846153846153,0.3017617723849131,0.652052577052577,123.0,100.88461538461539
92,apache_drill,mlp_cla_old,10,0.07777185987193466,0.059394972993296095,0.01246160727280837,5.230769230769231,2.576923076923077,17.423076923076923,0.26558785333807566,0.5847448847448847,123.0,100.88461538461539
93,apache_drill,mlp_cla_old,11,0.08453759413766894,0.06483872597327066,0.013477719747103177,5.384615384615385,2.423076923076923,12.73076923076923,0.304878641994459,0.6264115514115514,123.0,100.88461538461539
94,apache_drill,mlp_cla_old,12,0.08545235505242985,0.06608972333237613,0.008511671653160682,5.3076923076923075,2.5,16.76923076923077,0.2923245033913328,0.6383773633773634,123.0,100.88461538461539
95,apache_drill,mlp_cla_old,13,0.08810034717410618,0.06793397421533331,0.0128402985059298,5.5,2.3076923076923075,12.076923076923077,0.32655079196378506,0.6616679616679616,123.0,100.88461538461539
96,apache_drill,mlp_cla_old,14,0.08810034717410618,0.06793397421533331,0.008644810089698205,5.5,2.3076923076923075,16.153846153846153,0.3027529799070034,0.6616679616679616,123.0,100.88461538461539
97,apache_drill,mlp_cla_old,15,0.08798963008389994,0.0683511435841335,0.011168727507958045,5.423076923076923,2.3846153846153846,6.961538461538462,0.36487298818556374,0.6736337736337737,123.0,100.88461538461539
98,apache_drill,mlp_cla_old,16,0.09320525816137011,0.06742192667331957,0.012112663342402531,6.423076923076923,1.3846153846153846,10.038461538461538,0.34413026683482123,0.6874514374514374,123.0,100.88461538461539
99,apache_drill,mlp_cla_old,17,0.08457363818106592,0.06531553869387141,0.009720811477074256,5.3076923076923075,2.5,7.730769230769231,0.34990119999278274,0.6511978761978762,123.0,100.88461538461539
100,apache_drill,mlp_cla_old,18,0.08335376812025838,0.06381514226640307,0.012918646519000713,5.3076923076923075,2.5,8.038461538461538,0.31479244167618126,0.6004791504791505,123.0,100.88461538461539
101,apache_drill,mlp_cla_old,19,0.08708820142511833,0.06700173470968661,0.011577257743248573,5.461538461538462,2.3461538461538463,16.346153846153847,0.29466979835533563,0.652052577052577,123.0,100.88461538461539
102,apache_drill,mlp_cla_old,2,0.08741140763067748,0.06731679285964341,0.012720603209275465,5.5,2.3076923076923075,8.307692307692308,0.33730552414772175,0.6712833462833463,123.0,100.88461538461539
103,apache_drill,mlp_cla_old,20,0.09455168211228322,0.06876887735435484,0.011421955548799954,6.423076923076923,1.3846153846153846,15.038461538461538,0.35228520046654754,0.6807562807562808,123.0,100.88461538461539
104,apache_drill,mlp_cla_old,21,0.0864511685454384,0.06712037435336428,0.010564932456383338,5.384615384615385,2.423076923076923,8.423076923076923,0.34021719761581604,0.6608132608132607,123.0,100.88461538461539
105,apache_drill,mlp_cla_old,22,0.08554973988665679,0.06577096547891738,0.010820095355694111,5.423076923076923,2.3846153846153846,16.0,0.29464171628615493,0.6392320642320642,123.0,100.88461538461539
106,apache_drill,mlp_cla_old,23,0.08064466274473754,0.06195811275545305,0.0112458925980788,5.153846153846154,2.6538461538461537,16.96153846153846,0.27803909176598113,0.6031209531209532,123.0,100.88461538461539
107,apache_drill,mlp_cla_old,24,0.08842355337966533,0.06824903236529013,0.014319484050457295,5.538461538461538,2.269230769230769,8.461538461538462,0.3462285283720347,0.6808987308987309,123.0,100.88461538461539
108,apache_drill,mlp_cla_old,25,0.09609014365074477,0.06999964658512407,0.010785992328937236,6.461538461538462,1.3461538461538463,15.0,0.35813324242059996,0.6935767935767936,123.0,100.88461538461539
109,apache_drill,mlp_cla_old,26,0.08554973988665679,0.06577096547891738,0.008993249673109788,5.423076923076923,2.3846153846153846,15.0,0.3038811107937145,0.6360269360269359,123.0,100.88461538461539
110,apache_drill,mlp_cla_old,27,0.09134359041734942,0.06587609929259353,0.012251826433035044,6.346153846153846,1.4615384615384615,16.076923076923077,0.30509883195330273,0.6554001554001554,123.0,100.88461538461539
111,apache_drill,mlp_cla_old,28,0.09609014365074477,0.06999964658512407,0.011121236360990085,6.461538461538462,1.3461538461538463,15.538461538461538,0.35165880358770196,0.6935767935767936,123.0,100.88461538461539
112,apache_drill,mlp_cla_old,29,0.08522379464545732,0.06549197845043307,0.010762159640972432,5.384615384615385,2.423076923076923,12.0,0.30571721396857904,0.6325304325304325,123.0,100.88461538461539
113,apache_drill,mlp_cla_old,3,0.07925617519832179,0.06505780951464357,0.018370674206660345,4.3076923076923075,3.5,8.538461538461538,0.4002458385229985,0.6277713027713028,123.0,100.88461538461539
114,apache_drill,mlp_cla_old,4,0.08842355337966533,0.06824903236529013,0.012923323191129245,5.538461538461538,2.269230769230769,7.8076923076923075,0.34352911211115944,0.6808987308987309,123.0,100.88461538461539
115,apache_drill,mlp_cla_old,5,0.08646450080141771,0.06702196283802284,0.01032253412099985,5.346153846153846,2.4615384615384617,16.346153846153847,0.29796199520237504,0.647992747992748,123.0,100.88461538461539
116,apache_drill,mlp_cla_old,6,0.08330884352811338,0.06403474157759213,0.010890969863304725,5.423076923076923,2.3846153846153846,6.8076923076923075,0.3651722661608777,0.6360269360269359,123.0,100.88461538461539
117,apache_drill,mlp_cla_old,7,0.08365887726630501,0.06406454133476594,0.014754396218519945,5.384615384615385,2.423076923076923,12.615384615384615,0.3067185861527498,0.6392320642320642,123.0,100.88461538461539
118,apache_drill,mlp_cla_old,8,0.06685394895402376,0.056811927068726835,0.011226984170766978,3.0384615384615383,4.769230769230769,15.192307692307692,0.3053492019333382,0.5685055685055685,123.0,100.88461538461539
119,apache_drill,mlp_cla_old,9,0.0896254764565884,0.06926315496144397,0.011688782618596004,5.576923076923077,2.230769230769231,8.423076923076923,0.3434592871919565,0.6873089873089874,123.0,100.88461538461539
120,apache_hive,mlp_cla_new,0,0.014030504151910077,0.01343753692709505,0.07567518949508667,1.5,1.25,179.75,0.16285246812446788,0.5375,123.0,2.5
121,apache_hive,mlp_cla_new,1,0.004032258064516129,0.00396722164412071,0.06876814365386963,0.25,2.5,6.25,0.03780241935483871,0.0625,123.0,2.5
122,apache_hive,mlp_cla_new,10,0.0019337299583616898,0.0019260905171054545,0.08444792032241821,0.75,2.0,177.75,0.017187145543822696,0.35,123.0,2.5
123,apache_hive,mlp_cla_new,11,0.014674834048817293,0.014080206179938073,0.07498997449874878,1.75,1.0,188.5,0.39748208235792315,0.7875,123.0,2.5
124,apache_hive,mlp_cla_new,12,0.010642575984301164,0.01037313021739905,0.07490354776382446,1.5,1.25,236.25,0.2099041392252327,0.725,123.0,2.5
125,apache_hive,mlp_cla_new,13,0.009173163579143122,0.008908101500886889,0.08008193969726562,1.0,1.75,106.75,0.11272038838423576,0.225,123.0,2.5
126,apache_hive,mlp_cla_new,14,0.014674834048817293,0.014080206179938073,0.043060481548309326,1.75,1.0,214.25,0.32305158684744756,0.7875,123.0,2.5
127,apache_hive,mlp_cla_new,15,0.004032258064516129,0.00396722164412071,0.05537945032119751,0.25,2.5,7.25,0.03377016129032258,0.0625,123.0,2.5
128,apache_hive,mlp_cla_new,16,0.009998246087393949,0.009730460964556027,0.0642886757850647,1.25,1.5,183.25,0.09279198425350012,0.475,123.0,2.5
129,apache_hive,mlp_cla_new,17,0.010642575984301164,0.01037313021739905,0.060756564140319824,1.5,1.25,204.75,0.30598204078825236,0.725,123.0,2.5
130,apache_hive,mlp_cla_new,18,0.014030504151910077,0.01343753692709505,0.06001126766204834,1.5,1.25,178.5,0.13361859715672592,0.5375,123.0,2.5
131,apache_hive,mlp_cla_new,19,0.011661217262560246,0.01136762105718094,0.04302084445953369,2.0,0.75,75.5,0.35716372089608645,0.625,123.0,2.5
132,apache_hive,mlp_cla_new,2,0.009998246087393949,0.009730460964556027,0.0625295639038086,1.25,1.5,179.5,0.10892101651156463,0.475,123.0,2.5
133,apache_hive,mlp_cla_new,20,0.014030504151910077,0.01343753692709505,0.06315398216247559,1.5,1.25,178.5,0.17394117780188723,0.5375,123.0,2.5
134,apache_hive,mlp_cla_new,21,0.016129032258064516,0.015088449531737776,0.06926065683364868,1.0,1.75,1.5,0.1774193548387097,0.25,123.0,2.5
135,apache_hive,mlp_cla_new,22,0.012741104090455603,0.012154115662832619,0.0512235164642334,1.0,1.75,54.5,0.2559184818756236,0.4375,123.0,2.5
136,apache_hive,mlp_cla_new,23,0.014674834048817293,0.014080206179938073,0.038871705532073975,1.75,1.0,202.25,0.36680366533098596,0.7875,123.0,2.5
137,apache_hive,mlp_cla_new,24,0.015512722715732764,0.014895006808893847,0.060125529766082764,2.25,0.5,42.25,0.5599103408565527,0.6875,123.0,2.5
138,apache_hive,mlp_cla_new,25,0.012741104090455603,0.012154115662832619,0.037899553775787354,1.0,1.75,31.5,0.33782112570668443,0.4375,123.0,2.5
139,apache_hive,mlp_cla_new,26,0.014674834048817293,0.014080206179938073,0.05833703279495239,1.75,1.0,214.5,0.2950544135850598,0.7875,123.0,2.5
140,apache_hive,mlp_cla_new,27,0.008708846025939474,0.008447039700293597,0.07083094120025635,0.75,2.0,25.0,0.27838169271699365,0.375,123.0,2.5
141,apache_hive,mlp_cla_new,28,0.012741104090455603,0.012154115662832619,0.0602453351020813,1.0,1.75,42.25,0.30176982873295644,0.4375,123.0,2.5
142,apache_hive,mlp_cla_new,29,0.009998246087393949,0.009730460964556027,0.06106853485107422,1.25,1.5,178.0,0.1270661778018872,0.475,123.0,2.5
143,apache_hive,mlp_cla_new,3,0.010642575984301164,0.01037313021739905,0.050967633724212646,1.5,1.25,202.5,0.29120402283015456,0.725,123.0,2.5
